2005-01-01T06:33:00.000Z	bob2	jblack: have to head out now...catch up later I guess
2005-01-01T10:15:00.000Z	carlos	morning
2005-01-01T10:51:00.000Z	carlos	spiv: ?
2005-01-01T12:11:00.000Z	jordi	carlos: time for almuerzo dude
2005-01-01T12:12:00.000Z	carlos	jordi: that's in your case, not in mine :-)
2005-01-01T12:12:00.000Z	jordi	:)
2005-01-01T02:18:00.000Z	daf	wow, database/schema/Makefile hurts my eyes
2005-01-01T02:20:00.000Z	carlos	daf: why?
2005-01-01T02:20:00.000Z	daf	it's pretty hairy
2005-01-01T02:20:00.000Z	daf	I'm glad I don't have to maintain that
2005-01-01T02:21:00.000Z	carlos	:-P
2005-01-01T02:27:00.000Z	daf	carlos: "aleatory"?
2005-01-01T02:27:00.000Z	carlos	daf: ?
2005-01-01T02:27:00.000Z	daf	+                # XXX: Carlos Perello Marin 03/12/2004: Epiphany seems to have an
2005-01-01T02:27:00.000Z	daf	+                # aleatory bug with upload forms (or perhaps it's launchpad because
2005-01-01T02:27:00.000Z	carlos	daf: random O:-)
2005-01-01T02:27:00.000Z	daf	es? :)
2005-01-01T02:27:00.000Z	carlos	my spanglish, you know
2005-01-01T02:27:00.000Z	daf	ah :)
2005-01-01T02:28:00.000Z	daf	en_ES :)
2005-01-01T02:28:00.000Z	carlos	yeah :-P
2005-01-01T02:29:00.000Z	carlos	daf: are you going to fix it?
2005-01-01T02:29:00.000Z	carlos	or should I do it?
2005-01-01T02:36:00.000Z	daf	I'll do it
2005-01-01T02:46:00.000Z	daf	carlos: don't use "if type(x) is Foo"
2005-01-01T02:46:00.000Z	carlos	daf: why?
2005-01-01T02:47:00.000Z	daf	if you must do type checking, always use "if isinstance(x, Foo)"
2005-01-01T02:47:00.000Z	carlos	daf: I think Steve said we should use it instead of isinstance
2005-01-01T02:47:00.000Z	daf	really?
2005-01-01T02:47:00.000Z	carlos	daf: remember the proxy thing
2005-01-01T02:47:00.000Z	daf	hmm
2005-01-01T02:47:00.000Z	daf	are file uploads security-proxied?
2005-01-01T02:47:00.000Z	carlos	if you use isinstance you get a proxy object instance instead of what you want
2005-01-01T02:47:00.000Z	carlos	daf: no idea
2005-01-01T03:23:00.000Z	dilys	Merge to rocketfuel@canonical.com/launchpad--devel--0: fix bug with losing languages parameter from URLs (patch-1132, daf@canonical.com)
2005-01-01T03:25:00.000Z	salgado	jblack, is there something I can do in case a merge --two-way fails with "PANIC: unable to fork for hook"?
2005-01-01T03:32:00.000Z	daf	salgado: this is a bug in baz
2005-01-01T03:32:00.000Z	daf	salgado: perhaps you can use "baz merge --star-merge --two-way"?
2005-01-01T03:34:00.000Z	salgado	daf, yeah, I've seen the bug, and this is why I tried the --two-way. 
2005-01-01T03:34:00.000Z	salgado	I'm going to try with --star-merge now
2005-01-01T03:39:00.000Z	salgado	daf, https://bugzilla.ubuntu.com/show_bug.cgi?id=4756
2005-01-01T03:39:00.000Z	salgado	isn't this?
2005-01-01T03:39:00.000Z	daf	oh, right
2005-01-01T03:39:00.000Z	daf	I got the error when executing the hook, not when running diff
2005-01-01T03:40:00.000Z	daf	thanks
2005-01-01T03:40:00.000Z	dilys	Merge to rocketfuel@canonical.com/launchpad--devel--0: various changes to the translation page (patch-1133, daf@canonical.com)
2005-01-01T03:41:00.000Z	salgado	daf, np. ;)
2005-01-01T03:41:00.000Z	salgado	daf, running with --star-merge --two-way worked for you?
2005-01-01T03:41:00.000Z	daf	"baz merge --star-merge" worked for me
2005-01-01T03:41:00.000Z	daf	I didn't use --two-way
2005-01-01T03:52:00.000Z	dilys	Merge to rocketfuel@canonical.com/launchpad--devel--0: add initial canonical.rosetta.tar library (patch-1134, daf@canonical.com)
2005-01-01T04:28:00.000Z	lamont	so what is the baz equivalent of 'tla tag' again?
2005-01-01T04:30:00.000Z	daf	baz branch?
2005-01-01T04:31:00.000Z	lamont	thanks
2005-01-01T04:58:00.000Z	carlos	sabdfl: hi
2005-01-01T04:59:00.000Z	carlos	sabdfl: now that malone is open to the world, could we use it to track the rosetta's bugs?
2005-01-01T05:16:00.000Z	sabdfl	carlos: good idea!
2005-01-01T05:18:00.000Z	carlos	sabdfl: what should be done?
2005-01-01T05:18:00.000Z	carlos	just create a Rosetta product and that's all?
2005-01-01T05:18:00.000Z	sabdfl	carlos: create a project called "The Launchpad"
2005-01-01T05:19:00.000Z	sabdfl	then create products for malone and rosetta
2005-01-01T05:19:00.000Z	carlos	ok
2005-01-01T05:19:00.000Z	sabdfl	so we can file bugs against them there
2005-01-01T05:19:00.000Z	sabdfl	we can use the dogfood server for security-related bugs till we have a security bug tracking feature in malone
2005-01-01T05:21:00.000Z	carlos	sabdfl: should we add a link to malone at the main launchpad web page?
2005-01-01T05:22:00.000Z	jordi	hola people
2005-01-01T05:25:00.000Z	carlos	jordi: hey
2005-01-01T05:27:00.000Z	carlos	ok, it's ready
2005-01-01T05:30:00.000Z	jordi	carlos: do I need a separate malone account?
2005-01-01T05:30:00.000Z	carlos	no
2005-01-01T05:30:00.000Z	jordi	ok
2005-01-01T05:30:00.000Z	carlos	jordi: same account
2005-01-01T05:30:00.000Z	jordi	as it insists in telling me to "join"
2005-01-01T05:30:00.000Z	carlos	?
2005-01-01T05:31:00.000Z	carlos	ohh, that link...
2005-01-01T05:31:00.000Z	carlos	it's broken at the moment...
2005-01-01T05:31:00.000Z	carlos	so don't worry about it
2005-01-01T05:32:00.000Z	sabdfl	jordi!
2005-01-01T05:32:00.000Z	sabdfl	carlos: yes please, just a small one :-)
2005-01-01T05:32:00.000Z	carlos	sabdfl: could we "kill" the join link ?
2005-01-01T05:33:00.000Z	carlos	the foaf part of launchpad is closed and I think it will confuse the userd
2005-01-01T05:33:00.000Z	carlos	/s/userd/users/
2005-01-01T05:33:00.000Z	jordi	hi mark!
2005-01-01T05:34:00.000Z	jordi	hey, I got #3 :)
2005-01-01T05:34:00.000Z	jordi	carlos: now, go fix! :)
2005-01-01T05:35:00.000Z	jordi	tell me if that was the correct product/whatever. It's not trivial: the "full list" link does a popup, but it doesn't show anything.
2005-01-01T05:37:00.000Z	carlos	jordi: dude, you have an entry box with a search button ;-)
2005-01-01T05:39:00.000Z	jordi	which shows nothing, no matter what I input
2005-01-01T05:39:00.000Z	jordi	I mean
2005-01-01T05:39:00.000Z	jordi	I try to search for rosetta and the button doesn't appear to do anything. It's as if it didn't do anything.
2005-01-01T05:40:00.000Z	carlos	jordi: it works here...
2005-01-01T05:41:00.000Z	carlos	I typed "rosetta"  and did a submit
2005-01-01T05:41:00.000Z	carlos	and I got:
2005-01-01T05:41:00.000Z	carlos	rosetta
2005-01-01T05:41:00.000Z	carlos	The Rosetta Translation Portal 
2005-01-01T05:41:00.000Z	jordi	hmm
2005-01-01T05:44:00.000Z	jordi	I... I assure you it wsn't working.
2005-01-01T05:44:00.000Z	jordi	I tried 3 times.
2005-01-01T05:47:00.000Z	carlos	URL?
2005-01-01T05:47:00.000Z	carlos	https://launchpad.ubuntu.com/malone/bugs/+product
2005-01-01T05:47:00.000Z	carlos	from there and using (list) link works here
2005-01-01T06:33:00.000Z	jordi	carlos: yeah, I'm saying it works now.
2005-01-01T06:33:00.000Z	carlos	jordi: what changed?
2005-01-01T06:45:00.000Z	jordi	carlos: who knows.
2005-01-01T06:56:00.000Z	carlos	aarrrrggg
2005-01-01T06:58:00.000Z	carlos	I have lost some code because a conflict and I didn't noticied it, baz does NOT works yet as cvs/svn merging conflicts
2005-01-01T06:58:00.000Z	bob2	the dailies do
2005-01-01T06:58:00.000Z	bob2	you can't commit until they resolved
2005-01-01T06:58:00.000Z	carlos	bob2: my version is from last week
2005-01-01T06:59:00.000Z	carlos	bob2: and baz redo
2005-01-01T06:59:00.000Z	carlos	told me about a conflict
2005-01-01T06:59:00.000Z	carlos	but the file didn't had any mark so I thought it was an error on baz
2005-01-01T06:59:00.000Z	carlos	and resolved the conflict and removed the .rej and .orig
2005-01-01T06:59:00.000Z	carlos	and I suppose that I have lost that change
2005-01-01T06:59:00.000Z	bob2	how did you lose code if it didn't have conflict markers?
2005-01-01T07:00:00.000Z	carlos	bob2: because I know that the code was there but it's not now
2005-01-01T07:00:00.000Z	carlos	bob2: a bug in baz?
2005-01-01T07:00:00.000Z	bob2	could be...
2005-01-01T07:00:00.000Z	bob2	the actual file contents diffing is done by the regular diff program, tho...
2005-01-01T07:00:00.000Z	carlos	carlos@frodo ~/Work/dists/launchpad $ baz redo
2005-01-01T07:00:00.000Z	carlos	* linting the source tree
2005-01-01T07:00:00.000Z	carlos	C   lib/canonical/rosetta/scripts/import_from_apt.py
2005-01-01T07:00:00.000Z	carlos	****************************************************
2005-01-01T07:00:00.000Z	carlos	Conflicts created while merging. Please resolve all
2005-01-01T07:00:00.000Z	carlos	conflicts and then run baz resolved --all
2005-01-01T07:00:00.000Z	carlos	****************************************************
2005-01-01T07:00:00.000Z	carlos	carlos@frodo ~/Work/dists/launchpad $ gvim lib/canonical/rosetta/scripts/import_from_apt.py
2005-01-01T07:00:00.000Z	carlos	carlos@frodo ~/Work/dists/launchpad $ baz resolved --all
2005-01-01T07:00:00.000Z	carlos	that's the output
2005-01-01T07:01:00.000Z	carlos	when I saw that the file does not have any >>>> or <<<<
2005-01-01T07:01:00.000Z	bob2	so you merged, got a conflict, resolved it, then commited and the merge was gone?
2005-01-01T07:01:00.000Z	carlos	strings I executed the baz resolved --all 
2005-01-01T07:01:00.000Z	carlos	no
2005-01-01T07:01:00.000Z	carlos	bob2: I did a baz undo
2005-01-01T07:01:00.000Z	carlos	star-merge
2005-01-01T07:01:00.000Z	bob2	hm
2005-01-01T07:01:00.000Z	carlos	commit
2005-01-01T07:01:00.000Z	carlos	baz redo
2005-01-01T07:01:00.000Z	bob2	oh, and the undone code was gone?
2005-01-01T07:02:00.000Z	carlos	and got a conflict (because other local changes I did before remembered the baz undo thing)
2005-01-01T07:02:00.000Z	bob2	oh
2005-01-01T07:02:00.000Z	carlos	bob2: only the part that conflicted 
2005-01-01T07:02:00.000Z	bob2	ok, so, from the begininng:
2005-01-01T07:02:00.000Z	bob2	local edit
2005-01-01T07:02:00.000Z	carlos	other changes remain there
2005-01-01T07:02:00.000Z	bob2	star-merge
2005-01-01T07:02:00.000Z	bob2	undo
2005-01-01T07:02:00.000Z	bob2	star-merge
2005-01-01T07:03:00.000Z	bob2	commit
2005-01-01T07:03:00.000Z	bob2	redo
2005-01-01T07:03:00.000Z	carlos	no, sorry
2005-01-01T07:03:00.000Z	bob2	?
2005-01-01T07:03:00.000Z	carlos	local edit
2005-01-01T07:03:00.000Z	carlos	undo
2005-01-01T07:03:00.000Z	carlos	star-merge
2005-01-01T07:03:00.000Z	carlos	commit
2005-01-01T07:03:00.000Z	carlos	local edit
2005-01-01T07:03:00.000Z	carlos	noticied that my changes are in the undo directory
2005-01-01T07:03:00.000Z	carlos	removed by hand some changes (seems like I forgot some of them)
2005-01-01T07:03:00.000Z	carlos	redo
2005-01-01T07:04:00.000Z	carlos	conflict due some local changes were still there
2005-01-01T07:04:00.000Z	carlos	and I lost the conflict code from the undo directory
2005-01-01T07:04:00.000Z	bob2	hm
2005-01-01T07:04:00.000Z	bob2	oh
2005-01-01T07:05:00.000Z	bob2	redo will not have made <<<<<-style conflict markers
2005-01-01T07:05:00.000Z	carlos	right, the file does not have such markers
2005-01-01T07:05:00.000Z	bob2	right
2005-01-01T07:06:00.000Z	bob2	so if you got conflicts, then deleted the .mod and .orig files, tthen you've lost data :/
2005-01-01T07:06:00.000Z	carlos	bob2: I know :-(
2005-01-01T07:06:00.000Z	carlos	I thought that they were useless
2005-01-01T07:06:00.000Z	bob2	does this sound like what happened?
2005-01-01T07:06:00.000Z	carlos	bob2: yeah
2005-01-01T07:06:00.000Z	bob2	ah
2005-01-01T07:06:00.000Z	bob2	hm
2005-01-01T07:07:00.000Z	bob2	wouldd it make more sense to you if redo produced 3-way-style markers?
2005-01-01T07:07:00.000Z	carlos	bob2: don't know how they look like
2005-01-01T07:08:00.000Z	bob2	the <<<< ones
2005-01-01T07:08:00.000Z	bob2	in the file
2005-01-01T07:08:00.000Z	carlos	yeah
2005-01-01T07:08:00.000Z	carlos	that's what I expected
2005-01-01T07:08:00.000Z	carlos	that's why I removed the .orig and .rej files
2005-01-01T07:08:00.000Z	bob2	right
